id	original_title	french_title	romanized_title	language	release_year	runtime	genres	avg_rating	vote_count	directors	writers	budget	revenue	production_companies	production_countries	origin	poster_path	trailer_url	plot
tt0069959	憤怒青年	The Delinquent	Fen nu qing nian	Chinois simplifié	1973	105	Drame, Action	6.7	199	Cheh Chang, Chih-Hung Kuei	Kuang Ni	0	0	Shaw Brothers	Hong Kong	Chine	/5b2u7xhfjlAr48tLzBwLsHjSZLS.jpg		Un film de kung-fu à petit budget dans lequel un ambitieux étudiant en arts martiaux infiltre un gang meurtrier dans l'espoir de retrouver l'homme qui a tué son père.
tt0070017	顶天立地	Les coolies en ont ras le bol	Ding tian li di	Chinois traditionnel	1973	87	Action, Drame, Guerre	4.3	749	Mu Chu	Lan Shu	0	0	Great Earth Film Company	Hong Kong	Chine	/nm39M7uvdwjClaJ8ZM3Zv0WHoCu.jpg		Film historique, se déroulant pendant l'occupation japonaise de la Chine pendant la Seconde Guerre mondiale, dans lequel un groupe de rebelles chinois tente de chasser les forces japonaises d'une petite ville. Jackie Chan fait partie des gentils mais n'a rien d'autre qu'un second rôle.
tt0070051	方世玉與洪熙官	2 héros	Fang Shi Yu yu Hong Xiguan	Chinois simplifié	1974	93	Action, Drame, Historique	6.5	575	Cheh Chang	Cheh Chang, Kuang Ni	0	0	Shaw Brothers	Hong Kong	Chine	/c7EMGzaFbqmYIPgVOy4I172P5iF.jpg		Hung s'échappe de Shaolin après l'attaque du temple par les Ching, pour être emprisonné avec l'aide de Fang (également de Shoalin) qui le prend pour un bandit. Fang doit maintenant aider Hung à s'échapper afin qu'ils puissent défier les Ching ensemble.
tt0070085	不良姐御伝 猪の鹿お蝶	Sexe et Furie	Furyô anego den: Inoshika Ochô	Japonais	1973	88	Action, Crime, Drame, Thriller	6.7	3429	Norifumi Suzuki	Ikuo Sekimoto, Teruo Ishii, Norifumi Suzuki	0	0	Toei Company	Japon	Japon	/xwpUaiUT5qk34oAAi6d5aZLlH8e.jpg		Durant l'ère Meiji, une joueuse du nom d'Ocho se venge de trois gangsters qui ont tué son père, héberge un anarchiste recherché et affronte un espion britannique.
tt0070122	ゴジラ対メガロ	Godzilla 1980	Gojira tai Megaro	Japonais	1973	82	Action, Aventure, Famille, Sci-Fi	4.8	6843	Jun Fukuda, Ishirô Honda	Jun Fukuda, Shin'ichi Sekizawa	760000	980000	TOHO, Toho Eizo Co.	Japon	Japon	/au8CGZeCjgoxHe33gZWO0DDvndL.jpg	https://imdb-video.media-imdb.com/vi1185546521/1434659607842-pgv4ql-1564521831545.mp4?Expires=1714336829&Signature=Z8qGTOCvCsI~J02QKArGsn3HS9bACI~hWZteWTFv9EU-YDwSjn1IZVvA-T6C0Cn6T9rwoQpoxhUZeS1L5tHEQKnDWWKXCFak6HvOnv5ftdWQmk8CQOOfrKznVlt-bSwIhAxo-RYoU53-k~opAELRZfZO8-WEulS3clwF0~RxZc0rpJa7ywvSaR9cyrbriC4uJl~odF4LYwcENeqTZGrC~MHosVVaZ2jFwsq8lfk8XDOMKAz69D5dobr6rD6DqyviAQ5M5PeqkBj5wkcHxlvpuqrSeEfNktyoHhmx2HTdz8O4g7srA23CRaFIUHAxqYJU3HwCqcrtJ~8QpufWSnrV-A__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA	Un inventeur crée un robot humanoïde nommé Jet Jaguar qui est saisi par la nation sous-marine de Seatopia. Utilisant Jet Jaguar comme guide, les Seatopiens envoient Megalon pour se venger des essais nucléaires qui ont dévasté leur société.
tt0070146	Hai yuan chi hao	Le Bras vengeur de Wang Yu	Hai yuan chi hao	Chinois simplifié	1973	100	Action	6.7	26	Wei Lo	Wei Lo	0	0	Wayfoong Company	Hong Kong	Chine	/fs2sGMZmsBH3yBqjIzlgyNbPkWt.jpg		Lorsqu'un marin tue accidentellement un Japonais lors d'une bagarre dans un bar, il tente d'échapper à la loi en se cachant dans un cargo à destination du Japon pour se retrouver au milieu d'une guerre contre la drogue massive.
tt0070167	Hei bao	Le fauve noir du kung-fu	Hei bao	Chinois simplifié	1973	79	Action, Drame	6.4	44	Cheng Hou	Kuang Ni	0	0		Hong Kong	Chine	/vZ1dShHF3Bf3tLdSmdOOI006VFO.jpg		Un champion d'arts martiaux est amené à faire du trafic de drogue.
tt0070244	仁義なき戦い 代理戦争	Combat sans honneur 3: Guerre par procuration	Jingi naki tatakai: Dairi sensô	Japonais	1973	119	Action, Drame	7.3	1529	Kinji Fukasaku	Kazuo Kasahara	0	0	Toei Company	Japon	Japon	/9Ucid2Y7CHfZpS3z15SAOdx5eI7.jpg		Le patron des Yakuza, Shozo Hirono, doit choisir ses alliances avec soin, car les affiliations des familles de gangsters locales se révèlent extrêmement instables, provoquant une lente escalade des conflits entre gangs.
tt0070245	仁義なき戦い 広島死闘篇	Qui sera le boss à Hiroshima?	Hiroshima shitô hen	Japonais	1973	100	Action, Crime, Drame, Historique	7.5	1893	Kinji Fukasaku	Kazuo Kasahara	125000	0	Toei Company	Japon	Japon	/5rhcljWjsUg6O2LtiN1HiB5HBv8.jpg		Un jeune criminel rejoint une famille de yakuza pour tuer les gangsters qui l'ont tabassé, mais tombe amoureux de la nièce de la veuve de son patron, entassé ennemis et cadavres tout au long de son chemin capricieux.
tt0070246	仁義なき戦い	Combat sans code d'honneur	Jingi naki tatakai	Japonais	1973	99	Crime, Drame	7.4	4286	Kinji Fukasaku	Kazuo Kasahara	150000	0	Toei Company	Japon	Japon	/qQmEEj5B3bTQI8Dq8u4zq80Z7JL.jpg	https://imdb-video.media-imdb.com/vi66912537/1434659607842-pgv4ql-1563829788075.mp4?Expires=1714336838&Signature=RfgMye~WaK1qKolTV-vxY2dPDPGoiKRJqSDFaoMFPktYq9Kl7t0x73qqDbWfgvOkNpVbhYXfpOGCgywmjpnOjKCtu-DvT73d0PwfLcDGW5Qw4~th69S3d1IFqPDcVUz0qNySP0T91ZcKkviSTsOHlMKQPYIYmkbECrw37mlV1PTbhuK~vq37KfHWVASdtNT0y5Z0eFWHpcU1sIq~OWpUSQ7lQE7bcMPwRflfz2ow581ABdvDz1ceXrmLjD95-mb0wc8DJufsflEcEbvTpUMjOt9U2Wsk-mMVipPnx5knM-92VDf0pvQMPXRbNPTv-23yFEWyC2XpLq33JBKwt0cjmQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA	Dans le chaos violent du marché noir japonais d'après-guerre, un jeune gangster appelé Shozo Hirono doit suivre les changements rapides de pouvoir entre des patrons sans scrupules.
tt0070260	戒厳令	Coup d'état	Kaigenrei	Japonais	1973	110	Biographie, Drame, Historique	6.8	536	Yoshishige Yoshida	Minoru Betsuyaku	0	0	Art Theatre Guild, Gendai Eigasha	Japon	Japon	/1514CPlucgZjafQF5oEKt2LART4.jpg		Un biopic libre sur Ikki Kita, l'intellectuel ultranationaliste dont les idées ont inspiré le coup d'État militaire raté de 1936.
tt0070277	恋人たちは濡れた	Les amants mouillés	Koibito-tachi wa nureta	Japonais	1973	76	Drame	5.6	248	Tatsumi Kumashiro	Tatsumi Kumashiro	0	0	Nikkatsu Corporation	Japon	Japon	/oMwgcSCtCbn0pMm0ugR4Wc1TgDn.jpg		Katsu, un jeune fugitif fuyant les yakuza, retourne dans sa ville natale et entame une liaison avec le propriétaire du cinéma.
tt0070301	冷面虎	Un homme appelé tigre	Leng mian hu	Chinois simplifié	1973	76	Action, Aventure, Crime	6.8	98	Wei Lo	Wei Lo	0	0	Orange Sky Golden Harvest, Paragon Films Ltd.	Hong Kong	Chine	/rUmFyrqqnal5DyObEbxRMScPIXi.jpg		Un jeune homme, Chin Fu, soupçonne que le suicide de son père était en réalité un meurtre commis par des gangsters. Fort de son expertise en arts martiaux, Chin Fu est embauché comme homme fort par un gang rival de gangsters qu'il soupçonne d'être responsables de la mort de son père. Ses nouvelles relations avec le monde souterrain lui fournissent des connaissances et l'opportunité de découvrir la vérité sur la mort de son père.
tt0070326	アンデルセン童話 にんぎょ姫	La petite sirène	Anderusen dôwa ningyo-hime	Japonais	1975	68	Animation, Aventure, Drame, Famille, Fantaisie, Comédie Musicale, Romance	7.3	1140	Tomoharu Katsumata		0	0	Toei Animation	Japon	Japon	/hPuRx5wxlWixvAxy55EhDbmJGTs.jpg		Une sirène tombe amoureuse d'un prince humain, ce qui mène à une tragédie.
tt0070335	龍虎金剛	Dragon tatoué contre boxer thaï	Long hu jin hu	Chinois simplifié	1973	95	Action, Drame	5.6	44	Wei Lo	Wei Lo	0	0	Orange Sky Golden Harvest	Hong Kong	Chine	/7rMSeX163vcGcGXQgceoJ3EciPx.jpg		Le dragon tatoué vient à la rescousse après que des types mafieux s'emparent d'un petit village.
tt0070348	馬路小英雄	Acrobatique Kung Fu contre Gang Noir	Ma lu xiao ying xiong	Chinois simplifié	1973	122	Action, Comédie, Drame	6.8	54	Wei Lo	Wei Lo	0	0	Orange Sky Golden Harvest	Hong Kong	Chine	/5CBN7fwBVKDYxdyJIvLf9tLFTOo.jpg		Polly Shang Kwan et Sam Hui sont des escrocs qui se lient d'amitié avec une famille de vendeurs ambulants et d'artistes.
tt0070400	Mo gui tian shi	Le Boss des crapules	Mo gui tian shi	Chinois simplifié	1973	80	Action, Crime, Drame	5.3	52	Lieh Lo	Kang-Chien Chiu	0	0		Hong Kong	Chine	/dV0B0Q6piF6xYWRJueipIyVXD7N.jpg		
tt0070447	日本沈没	La submersion du Japon	Nihon chinbotsu	Japonais	1973	143	Action, Drame, Sci-Fi, Thriller	5.5	522		Shinobu Hashimoto	18596000	49651320	Toho Eizo Co., Toho Pictures, TOHO	Japon	Japon	/nmPwagN1wk0sFKxLjpxf41O7Yb7.jpg		La version américaine rééditée et raccourcie de Submersion of Japan, dans laquelle le Japon s'enfonce lentement dans la mer alors que les États-Unis et le Japon travaillent ensemble pour l'arrêter.
tt0070564	方世玉	Kung fu n'y va pas de main morte	Fang Shi Yu	Chinois simplifié	1972	90	Action, Drame	5.8	340	Yang-Ming Tsai	Kuang Ni	0	0	Hong Kong South Sea Film Co.	Hong Kong, Taïwan	Chine	/6q8vYWNDLSvgiPS4VN74WNeiIz.jpg		Un jeune étudiant en arts martiaux doué mais fier blesse et tue un adversaire. En représailles, son père est tué. Le jeune étudiant jure de se venger et commence à se préparer pour son face-à-face épique.
tt0070684	十三太保	Les 13 Fils du dragon d'or	Shi san tai bao	Chinois simplifié	1970	121	Action, Drame, Historique, Guerre	6.5	855	Cheh Chang	Cheh Chang, Kuang Ni	0	0	Shaw Brothers	Hong Kong	Chine	/An6KCvlkKvSknllL8gzgsW6E3tB.jpg		"Le ""triangle de fer"" du réalisateur Chang Cheh et de ses protégés David Chiang et Ti Lung font de The Heroic Ones une épopée d'action par excellence, se déroulant dans les dernières années de la dynastie Tang et centrée sur une famille royale pleine d'intrigues."
tt0070688	死亡挑戰	Le ring sanglant	Si wang tiao zhan	Chinois simplifié	1974	87	Action, Drame	5.2	39	Wing-Cho Yip		0	0	Far East Motion Picture Company	Thaïlande, Hong Kong	Chine	/cOIaXxuk6F3p0xahVuV75rDDvQs.jpg		L'expert en karaté et journaliste M. Chi se rend en Thaïlande pour aider un ami proche, Nai Sin, à préparer ses boxeurs de Muay Thai pour une bataille avec des boxeurs japonais arrivés à Bangkok pour se venger d'une défaite passée.
tt0070705	黃面老虎	Massacre à San Francisco	Huang mian lao hu	Chinois simplifié	1974	87	Action, Crime, Thriller	4.2	719	Wei Lo	Wei Lo	0	0	Orange Sky Golden Harvest	Hong Kong, États-Unis	Chine	/9Rjgx5bMIgEEhqp0fYlJtlR4uGM.jpg	https://imdb-video.media-imdb.com/vi218285337/1434659607842-pgv4ql-1675367977153.mp4?Expires=1714336862&Signature=cMDY9aCSYRrPk4pNsuA2dYhpZtdKP~AcMT~JH6-NP2ubJWt7Q~TmDYXeVp6fwpBUd1zFLDWfcHcpvjdUGEfkcfyIL10flkACsZqZDu~GWOhp8sUiY40I~X3qOpCXOKMiT9pXkcDc8I~qcscmZjJEGW09FSAKBjvcJJreW~ds5YPw3SDq8bit59GLj0r4zX7axdoWKc-ib~hnM1~l2ejg3hWH4xusKan0lEP7yyOg33x8NV~ehGc9PARK5gj2U3fqG3MPqebWD~t3MmEAUMi778bdgcp41d7b20A7VOsWaxJr-pOXS~HMc28L4BtP90SPKO~qNnk5v3p~n5aSNnTtgw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA	Un flic sino-américain, expert en arts martiaux, combat le gang criminel le plus puissant de San Francisco, responsable de la mort de son partenaire.
tt0070768	跆拳震九州	Le tigre noir du karaté	Tai quan zhen jiu zhou	Chinois simplifié	1973	95	Action, Guerre, Drame	6.3	273	Feng Huang	Feng Huang	0	0	An Yang Films Co. Ltd., Orange Sky Golden Harvest	Hong Kong, Corée du Sud	Chine	/rgoEy5AL7RiZy2vgK6sSDJZUwVE.jpg		Durant l'occupation japonaise de la Corée dans les années 1930, le chef d'un petit mouvement de résistance tente d'informer ses sympathisants en Chine.
tt0070778	唐人票客	Wang Yu: La Terreur de la Chine	Tang ren piao ke	Chinois simplifié	1972	96	Action, Crime, Drame	5.4	235	Lung Chien	Hao Ho	0	0	Chin Hua Film Company, Orange Sky Golden Harvest	Hong Kong, Taïwan	Chine	/c1KoSU2yz7ZKM07HoJWfmneQViH.jpg		Lorsque les Japonais massacrent les habitants de son village de pêcheurs, le héros chinois de cette épopée de Kung Fu (Jimmy Wang Yu) part au Japon pour se venger.
tt0070800	天下第一拳	La main de fer	Tian xia di yi quan	Chinois simplifié	1972	104	Action, Drame, Romance	7.1	3985	Chang-hwa Jeong	Yang Chiang	0	0	Shaw Brothers	Hong Kong	Chine	/iAEd4aorPPLwbMNTYsQXLelHclo.jpg	https://imdb-video.media-imdb.com/vi993837849/1434659607842-pgv4ql-1641489298490.mp4?Expires=1714336868&Signature=Vrzlipd4Tg9QkTaERXWI2CcGuAe49ysggsgBSYTq5L8kBon0vAo0hpsfIaYBe18my6lLTjih3CmIML0eNU~ozHIqreu78aYwh1SpqzYSTpkVBVfvqBfns3mj49NRvdf4GyjPcxjwfwosztqYgyzpyF-Q30V7lGm4Tdb8dYkzcB30S2kbBvo110wDcU1WOQVHcr0Cp-q-KU9OU~7g2Fpo3JQvMEcfJ1RVwBrnwRWItZtePBcDMfufkxf6sOWKy9pA41Xc6OJDnd8ey1LtfbI2Si7bjzzgYrPFevNkGh2iMTjqC3vZfHlKDoRNr6BX9~RdqJX3pUJh9Aelh7oKaexf-w__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA	Alors que deux écoles d'arts martiaux se préparent pour un tournoi important, le maître de l'une d'entre elles est un homme déshonorant et, pour garantir que son fils remporte le titre, il engage trois samouraïs japonais qui ciblent le meilleur combattant de l'école rivale.
tt0070801	鐵漢柔情	Les Jeunes dragons	Tie han rou qing	Chinois simplifié	1974	95	Action	5.4	177	John Woo	Kuang Ni, John Woo	0	0	Orange Sky Golden Harvest	Hong Kong	Chine	/3QKr2yWGBXhxgqp91FmFiCx1tLz.jpg	https://imdb-video.media-imdb.com/vi2180383001/1434659607842-pgv4ql-1563550347484.mp4?Expires=1714336871&Signature=od63rXidwSVBHpUkjKZetLPFVyr6UPSTVdvXx2rWn2mLxKvMP8dWOq2TubX0dKAhCzX7~VmHicM3lwJcvYXuT1t9LN8d~SGTPGMvnH8WnXA0yX9osqLyatDn1slQGGEASlrIiS37GNPx99QlNobjtSY6BezWS9KgR4rnq1gG7Nlud28orWu1zOGOsRx3OG26WCCp84KvaUD1zXQOlgX6vzZwNUCRIpPOUPQXTJ7QEkAd21fTlr6wmjsxJ4pFeiWfP4aDhD31QCGnepRs659p0bE6gvdAu4nkcXcDE0VY-GkFYN95XsJ00zQH-IkIfPFzwWXmW1TQzpuxZSvNnQpksw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA	Le puissant truand Leung, protégé par le dangereux et méchant Huan Fai, vend deux cents armes et munitions japonaises à un gang chinois. Il utilise le contrebandier Luy Fu pour apporter les armes mais le petit voleur Kim et sa bande volent la cargaison sur la route et la jettent à la mer. Cependant, il attire Luy Fu et demande une somme importante pour restituer les armes avec l'intention de voyager à l'étranger avec son frère. Pendant ce temps, Kim se lie d'amitié avec Fan Ming, un bureau de police infiltré de Shanghai qui enquête sur les activités illégales de Leung. Lorsque le gangster découvre que Fan Ming est un policier, Leung lui tend une embuscade et Huan Fai et ses hommes poignardent l'officier qui tombe d'une falaise dans la mer. Kim amène la fiancée de Fan Ming, Ipi Feng, chez son amant, la prostituée Hung, et dit à Ipi Feng que son fiancé a été assassiné par Leung. Elle décide de venger la mort de son bien-aimé Fan Ming avec des conséquences tragiques.
tt0070839	津軽じょんがら節	La ballade de Tsugaru	Tsugaru jongarabushi	Japonais	1973	103	Drame	7.1	114	Kôichi Saitô	Takehiro Nakajima, Kôichi Saitô	0	0	Art Theatre Guild, TOHO	Japon	Japon	/dYVKLVFc2UjEBuacuWp8oha9ZZx.jpg		Les nouveaux arrivants dans un village de pêcheurs sont un homme qui échappe aux gangsters qui le poursuivent et sa petite amie qui retourne dans sa ville natale. C’est peut-être un endroit aussi sûr que n’importe quel autre pour se cacher. S'ennuyant et s'inquiétant au début, le couple trouve des préoccupations de manière opposée. On s'installe et on devient membre de la communauté. L'autre s'empare de la corruption et devient un traître.
tt0070932	Xiao za zhong	The Bastard	Xiao za zhong	Chinois simplifié	1973	102	Action	6.7	74	Yuen Chor	Kang-Chien Chiu	0	0	Shaw Brothers	Hong Kong	Chine	/qdpHA98cSrDjvlDqSohZp1P81kY.jpg		
tt0070942	迎春閣之風波	L'Auberge du printemps	Ying chun ge zhi Fengbo	Chinois simplifié	1973	105	Action, Drame	7.2	872	King Hu	King Hu	0	0	Orange Sky Golden Harvest	Hong Kong, Taïwan	Chine	/uk1r6yciqXDoynFvxu7ka17qAuu.jpg		Lee Khan, haut fonctionnaire de l'empereur mongol Yuan de la dynastie Yuan (année 1366), se procure la carte de bataille de l'armée du rebelle chinois Chu Yuan-Chang. Des espions rebelles, aidés par la trahison dans les rangs de Khan, s'efforcent de le coincer dans une auberge.
tt0071111	赤線玉の井 ぬけられます	Rue de la joie	Akasen tamanoi: Nukeraremasu	Japonais	1974	78	Drame	6.1	205	Tatsumi Kumashiro	Tatsumi Kumashiro	0	0	Nikkatsu Corporation	Japon	Japon	/dWtqbLYz5DYMeRUiMqlUfOqKahU.jpg		C'est la veille du jour où tous les bordels doivent fermer, selon la nouvelle loi de 1958. Chez le Kofukuya (littéralement, la maison qui vend du bonheur), cinq prostituées décident de célébrer cette journée. L'érotisme, le drame et la comédie se mélangent à chaque heure, et un événement différent se déroule, dans lequel toutes les histoires de femmes refont surface.
tt0071189	女集中营	Camps d'amour pour chiens jaunes	Nu ji zhong ying	Chinois simplifié	1973	110	Action, Drame, Horreur, Thriller, Guerre	5.4	608	Chih-Hung Kuei		0	0	Shaw Brothers	Hong Kong, Corée du Sud	Chine	/5q0Jc0ih29Wwg3I9wF0tY4OCuhL.jpg		Une infirmière dans un camp de prisonniers de guerre pour femmes japonaises pendant la Seconde Guerre mondiale est à la tête d'un évadé.
tt0071203	哀しみのベラドンナ	Belladonna	Kanashimi no Beradonna	Japonais	1973	86	Animation, Drame, Fantaisie	7.3	7684	Eiichi Yamamoto	Eiichi Yamamoto	0	0	Nippon Herald Films, Mushi Production	Japon	Japon	/lsgaGlGVIRXLj9xRqPQgzvlcffP.jpg	https://imdb-video.media-imdb.com/vi907851801/1434659607842-pgv4ql-1563653409135.mp4?Expires=1714336882&Signature=PQTXUguS0EdGzu5WfDiAn228zc8qFX6nIWevM89C1icBRW1YsMgy4xgSxWpEfNqXFMBJX3uX-eCVpRVrvuuW4Zq702YHvvH91rCbhoHX9oam14WemmiO2C2oRDcSL4xu14CyMCBJcIDQWA5TQyj-3DVD05tTAJa6q5W4VtS1hRiVdvi5~rNjllAIkzn7J1eREOI1-nrwrMIMxD6p6WRfhqewnS-HwzU1FNSTfRvinVbyTGl7COowMGVslHxX0UPxA8LIcrkNwGaUEEMtQIOUNa3mOvzuAYIDx~z7Z-WO2~H-Aydpc6EOa7DtP~WE9CX6db85m9CUekRtJE4lP0zgfw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA	Après avoir été violée par un seigneur féodal maléfique puis bannie de son village, une paysanne conclut un pacte avec le Diable pour acquérir des pouvoirs magiques et se venger.
tt0071252	金色太陽	Qui a tué Bruce Lee ?	Jin se tai yang	Chinois simplifié	1975	96	Action, Aventure, Drame	4.4	143	Kuan-Chang Li	Chung Yen	0	0			Chine	/h3FEGRMAkgYR12VuZxSIkQ4O7x7.jpg	https://imdb-video.media-imdb.com/vi3726164761/1434659607842-pgv4ql-1643121158611.mp4?Expires=1714336883&Signature=EB53VW4X6EGR5AmBHxP3RXe9rVMUd87LdTl0p3ArykaqDpBDGakbWG8AACpx7qgjBAobYsh2ckn66JoJ9GXsVZUwWCYpLy~Xq5vEERXpR8gip9BhqtlnnBlw0LdZl7FdcyjpLrlZWW5d09cw50Ju~h~bMmeBT0Oxdrmj9JNhHqZYQ0cvt5BYpKXNE8ZGDOmVF57jx2Zot3~~-d2tBFjala04rpimG9R8dfvRY32RV62u~xJQfZfRW0Gkfg62xvYycA85VnguGhvCOXu2y-szZfofT9iRn6eo0oT-YRCwAIqhVHizQyQX7mqHotSnBNp5AqMbT7cqElhg8lqEl9Hqgw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA	Un fan de Bruce Lee enquête sur la mort du maître des arts martiaux.
tt0071253	詠春與截拳	Le cercle infernal du kung-fu	Yong chun jie quan	Chinois simplifié	1977	91	Action, Drame	5.2	305	Chi Chang, Hua Chen	Hsin-Yi Chang, Hua Chen	0	0	The Eternal Film (H.K.) Co., Golden Sun Films	Hong Kong, Taïwan	Chine	/3kXs92b1yjWIgyRTks1qGrIP9TR.jpg		Bruce Li incarne un jeune expert en kung-fu (et serveur) qui tente de vivre paisiblement à San Francisco avec son ami en difficulté en arts matrimoniaux. Mais ils se heurtent à des voyous américains, et le combat est lancé... c'est vrai !
tt0071314	再見中國	À bientôt la Chine	Zai jian Zhongguo	Chinois simplifié	1978	110	Drame	7.1	101	Shu Shuen Tong	Shu Shuen Tong	0	0	Film Dynasty Productions	Hong Kong	Chine	/mxtGdbKbatH30YpYvu2lYXCiWcI.jpg		Quatre étudiants et un médecin tentent d'échapper à la Révolution culturelle.
tt0071319	仇	Ninja tiger force	Chou	Chinois simplifié	1972	92	Action, Drame	6.1	127	Feng-Chi Yu	Kuo-Hsiung Liu	0	0	H.K. Fong Ming Motion Picture Co. Ltd.	Hong Kong	Chine	/8uWWohQDtktMhhVd4fk71xUxBeI.jpg		Une kick-boxeuse se venge de ceux qui ont réduit sa famille en esclavage.
tt0071323	下南洋	Le héros du kung-fu	Xia nan yang	Chinois traditionnel	1974	88	Action, Drame	5.4	115	Chun-Ku Lu	Chun-Ku Lu	0	0	JE Productions, Yangtze Productions Limited	Philippines, Hong Kong	Chine	/yC3CBZoBOAylGxMBxcPK9N4vXLp.jpg		Tai-Lin, ouvrier agricole chinois décent, simple et honnête et artiste martial exceptionnel, se rend aux Philippines pour chercher fortune. Il se lie d'amitié avec le petit voyou débraillé Siao-Mao et obtient un emploi de docker. Lorsque Tai-Lin découvre que les personnes pour lesquelles il travaille sont impliquées dans un syndicat du crime spécialisé dans la contrebande d'opium, il quitte son emploi et s'associe à deux autres artistes martiaux contre cette organisation maléfique.
tt0071324	忠烈圖	Pirates et Guerriers	Zhong lie tu	Chinois simplifié	1975	102	Action, Drame, Historique	7.0	469	King Hu	King Hu	0	137027	King Hu Productions, Orange Sky Golden Harvest, King Hu Film Productions	Hong Kong, Taïwan	Chine	/l9lIcF8ZED5oqliPtAyyH981i9f.jpg		L'empereur envoie un officier et un petit groupe d'hommes pour s'occuper des pirates.
tt0071406	田園に死す	Cache-cache pastoral	Den-en ni shisu	Japonais	1974	101	Drame, Fantaisie	7.7	2383	Shûji Terayama	Shûji Terayama	0	0	Art Theatre Guild, Jinriki Hikoki Sha	Japon	Japon	/ttWhroijTMTc81SvyqtSYWEbrYV.jpg		Un conte de jeunesse pour jeunes garçons se déroulant dans un étrange village carnavalesque devient la recréation d'un souvenir que le réalisateur a vingt ans plus tard.
tt0071446	大鐵牛	Le retour de la Panthère	Da tie nu	Chinois traditionnel	1974	85	Action, Drame	5.8	41	Wu Ma	Kuang Ni	0	0		Hong Kong, Taïwan	Chine	/ld0hXH4bVvZ4IMAsnNIfCo6IXNa.jpg		Un groupe de voleurs s'empare d'un village. Le personnage principal est le forgeron du village, surnommé « Dumb Ox ». Il a un casier judiciaire de voleur mais a purgé sa peine et gagne désormais honnêtement sa vie. Il est d'abord accusé par les citoyens du village, mais finalement il découvre les vrais criminels et les défie.
tt0071512	血滴子	La guillotine volante	Xue di zi	Chinois simplifié	1975	105	Action, Drame	6.6	1640	Meng-Hua Ho	Kuang Ni	0	0	Shaw Brothers	Hong Kong	Chine	/MYFhMjC4AdjLrtzlWD1HLgzhPu.jpg		Un assassin, entraîné au maniement d'une arme de jet capable de décapiter ses victimes à distance, remet en question la moralité de ses missions et devient un fugitif traqué par ses anciens camarades.
tt0071565	ゴジラ対メカゴジラ	Godzilla contre Mecanik Monster	Gojira tai Mekagojira	Japonais	1974	84	Animation, Action, Aventure, Famille, Fantaisie, Sci-Fi	6.2	7834	Jun Fukuda	Jun Fukuda, Shin'ichi Sekizawa, Hiroyasu Yamaura	0	1330000	TOHO, Toho Eizo Co.	Japon	Japon	/ai92jga3nzkeWdPIeZBo6vyhUj5.jpg	https://imdb-video.media-imdb.com/vi1916584729/1434659607842-pgv4ql-1641499451361.mp4?Expires=1714336899&Signature=fIb6IQCnVnGzAKXK0lcKCvlDWBugLYUXxv4eSXegmfNSIgjkJRWIenbfEQ3UpZntdwf3jdnDrHxNOLf0rJ4J9YNuDGfkTR4t~x9AGWuEG3sZwIRbra0Pc2aTLgSjr7xrIV5Q47JzMMrzIzy5BCeDjLPq3~Sbf3t6zW6pDMy2K5O6yTMYBzAeVMrEyrLgLjF181vWE~NmV1LoUwZXpEVYMK~d8iyUenIGkqjGXxJYK0JfZ-UHrxxL8wV1Xs71J0QPnAbIXqQe0WXBeOzQS7Aaynvj75tPvIsokGS-McgpKaz0nXhIvNy3KzhdXsJtv270JA-Zv1MnDXAMSnW-C1GL6Q__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA	Une prophétie d'Okinawa semble prédire la destruction de la Terre par Godzilla, seulement pour que le vrai Godzilla révèle son sosie comme une arme mécanique extraterrestre.
